1	65714.640625
2	56250.253906
3	74983.554688
4	69584.882812
5	72806.578125
6	68815.015625
7	64611.453125
8	50654.968750
9	66498.078125
10	54632.628906
11	57564.343750
12	53866.570312
13	51863.937500
14	57208.886719
15	38789.738281
16	70471.335938
17	57995.265625
18	47065.578125
19	37750.140625
20	50747.925781
21	48695.976562
22	41677.742188
23	37895.097656
24	38128.863281
25	28218.945312
26	34063.542969
27	36536.304688
28	27512.732422
29	15850.123047
30	19402.771484
31	35640.382812
32	24682.335938
33	6223.589355
34	20497.748047
35	18956.332031
36	14502.836914
37	12769.616211
38	-3909.827881
39	-2955.866455
40	5549.262695
41	10131.532227
42	-12152.864258
43	-3002.185303
44	-6831.808105
45	-14181.606445
46	-11679.546875
47	-12393.593750
48	-20086.902344
49	-17155.750000
50	-24140.906250
51	-32104.082031
52	-32835.574219
53	-41169.710938
54	-36128.398438
55	-40985.980469
56	-30000.546875
57	-35843.312500
58	-47834.558594
59	-54251.312500
60	-39240.730469
61	-52322.441406
62	-52298.984375
63	-62629.339844
64	-46070.597656
65	-48190.136719
66	-56357.097656
67	-47569.710938
68	-50194.941406
69	-58208.582031
70	-57033.164062
71	-63793.699219
72	-69903.953125
73	-62870.105469
74	-58715.531250
75	-57681.976562
76	-67855.609375
77	-57007.855469
78	-61616.960938
79	-66365.132812
80	-69078.257812
81	-58680.437500
82	-77704.812500
83	-66296.210938
84	-54655.007812
85	-58983.855469
86	-67470.679688
87	-61201.949219
88	-59452.078125
89	-54489.273438
90	-54099.398438
91	-54524.347656
92	-46528.269531
93	-52642.906250
94	-49664.789062
95	-54750.074219
96	-46755.550781
97	-46317.703125
98	-47863.792969
99	-47151.167969
100	-52662.789062
101	-35396.007812
102	-44594.691406
103	-45516.917969
104	-48238.445312
105	-15095.520508
106	-28934.753906
107	-36615.078125
108	-21613.103516
109	-35151.656250
110	-26882.195312
111	-32267.255859
112	-14164.615234
113	-19345.501953
114	-15551.242188
115	-3350.602783
116	-4344.016602
117	-7645.084961
118	-7825.727539
119	-5308.773926
120	1908.219360
121	4165.876953
122	-5836.245605
123	-210.058258
124	11513.413086
125	8367.143555
126	18091.117188
127	7452.312012
128	17892.326172
129	20538.515625
130	26271.236328
131	18153.542969
132	27196.267578
133	33308.222656
134	32197.250000
135	37149.089844
136	40179.847656
137	41429.019531
138	44684.585938
139	53033.167969
140	56462.222656
141	45851.796875
142	49740.410156
143	45105.988281
144	45080.761719
145	42886.773438
146	52269.589844
147	55465.812500
148	54043.101562
149	59130.468750
150	55174.945312
151	51211.160156
152	67530.960938
153	53620.515625
154	59626.949219
155	62428.531250
156	65096.972656
157	63746.527344
158	64768.292969
159	63764.515625
160	51932.191406
161	63949.585938
162	73140.250000
163	73317.359375
164	64818.671875
165	58976.140625
166	59085.679688
167	66363.039062
168	63001.789062
169	54820.484375
170	54138.812500
171	46422.976562
172	52582.816406
173	50320.753906
174	50703.089844
175	58189.050781
176	61541.703125
177	47194.066406
178	55805.359375
179	49217.992188
180	51835.234375
181	41696.472656
182	43158.882812
183	48874.625000
184	44890.054688
185	32350.892578
186	22620.656250
187	26369.599609
188	15654.826172
189	23584.681641
190	23917.941406
191	20732.257812
192	19545.207031
193	677.432556
194	18642.917969
195	16073.078125
196	14908.256836
197	11590.616211
198	-2289.859619
199	10850.688477
200	-6709.762695
201	-3639.218994
202	889.752197
203	-16225.552734
204	-14284.161133
205	-15015.954102
206	-24515.363281
207	-15953.473633
208	-20812.642578
209	-17979.751953
210	-14412.568359
211	-8449.659180
212	-23815.863281
213	-22257.943359
214	-36099.125000
215	-46850.312500
216	-27344.125000
217	-35402.742188
218	-48599.429688
219	-54989.957031
220	-58089.128906
221	-56793.031250
222	-45483.816406
223	-41962.640625
224	-46075.218750
225	-62102.234375
226	-53570.121094
227	-59736.667969
228	-55482.800781
229	-58288.167969
230	-59788.824219
231	-50795.527344
232	-61327.468750
233	-60170.207031
234	-57580.230469
235	-70274.968750
236	-58089.597656
237	-60288.769531
238	-69885.789062
239	-64073.265625
240	-59909.101562
241	-71512.414062
242	-67481.859375
243	-59749.132812
244	-62066.847656
245	-72588.734375
246	-70303.000000
247	-53778.101562
248	-55996.664062
249	-60612.371094
250	-54467.652344
251	-56648.925781
252	-62371.109375
253	-51564.074219
254	-57334.164062
255	-57400.953125
256	-53551.277344
257	-47048.378906
258	-49862.472656
259	-58073.710938
260	-38445.609375
261	-34810.730469
262	-34354.750000
263	-37033.351562
264	-39377.964844
265	-29391.029297
266	-35179.339844
267	-23286.046875
268	-25076.009766
269	-28252.093750
270	-33967.507812
271	-18772.687500
272	-19734.763672
273	-13749.607422
274	-17037.794922
275	-13726.080078
276	-4444.363281
277	-9883.735352
278	-10432.674805
279	-3820.030273
280	-1237.571045
281	12135.875977
282	1723.175293
283	6393.126465
284	8200.410156
285	6854.067871
286	3639.074951
287	18312.910156
288	29461.478516
289	16990.701172
